year,temperature,team,win_championship,is_champion
2022,1.0,Wright St,0.0,0
2022,1.0,Akron,0.0,0
2022,1.0,Norfolk St,0.0,0
2022,1.0,Texas Southern,0.0,0
2023,1.0,Alabama,0.32666666666666666,0
2023,1.0,Connecticut,0.17533333333333334,1
2023,1.0,Texas,0.11933333333333333,0
2023,1.0,Saint Mary's,0.11166666666666666,0
2023,1.0,UCLA,0.079,0
2023,1.0,Houston,0.05333333333333334,0
2023,1.0,Kansas,0.041,0
2023,1.0,Gonzaga,0.034666666666666665,0
2023,1.0,Kansas St.,0.02,0
2023,1.0,Duke,0.005333333333333333,0
2023,1.0,Florida Atlantic,0.005,0
2023,1.0,Tennessee,0.005,0
2023,1.0,San Diego St.,0.004333333333333333,0
2023,1.0,Michigan St.,0.004,0
2023,1.0,Baylor,0.0026666666666666666,0
2023,1.0,N.C. State,0.0026666666666666666,0
2023,1.0,Missouri,0.002,0
2023,1.0,Marquette,0.0016666666666666668,0
2023,1.0,Arizona,0.0013333333333333333,0
2023,1.0,Penn St.,0.0013333333333333333,0
2023,1.0,Auburn,0.0013333333333333333,0
2023,1.0,Creighton,0.001,0
2023,1.0,West Virginia,0.0003333333333333333,0
2023,1.0,Memphis,0.0003333333333333333,0
2023,1.0,Texas A&M,0.0003333333333333333,0
2023,1.0,Miami FL,0.0003333333333333333,0
2023,1.0,Utah St.,0.0,0
2023,1.0,Purdue,0.0,0
2023,1.0,USC,0.0,0
2023,1.0,Oral Roberts,0.0,0
2023,1.0,Xavier,0.0,0
2023,1.0,Providence,0.0,0
2023,1.0,Charleston,0.0,0
2023,1.0,Maryland,0.0,0
2023,1.0,Kentucky,0.0,0
2023,1.0,Kent St.,0.0,0
2023,1.0,Louisiana,0.0,0
2023,1.0,Boise St.,0.0,0
2023,1.0,Indiana,0.0,0
2023,1.0,Arizona St.,0.0,0
2023,1.0,Drake,0.0,0
2023,1.0,TCU,0.0,0
2023,1.0,Pittsburgh,0.0,0
2023,1.0,Arkansas,0.0,0
2023,1.0,Furman,0.0,0
2023,1.0,Iowa St.,0.0,0
2023,1.0,Virginia,0.0,0
2023,1.0,Northwestern,0.0,0
2023,1.0,Kennesaw St.,0.0,0
2023,1.0,Illinois,0.0,0
2023,1.0,Iowa,0.0,0
2023,1.0,UC Santa Barbara,0.0,0
2023,1.0,Vermont,0.0,0
2023,1.0,Princeton,0.0,0
2023,1.0,Montana St.,0.0,0
2023,1.0,VCU,0.0,0
2023,1.0,UNC Asheville,0.0,0
2023,1.0,Northern Kentucky,0.0,0
2023,1.0,Iona,0.0,0
2023,1.0,Grand Canyon,0.0,0
2023,1.0,Howard,0.0,0
2023,1.0,Colgate,0.0,0
2023,1.0,Texas A&M Corpus Chris,0.0,0
2023,1.0,Fairleigh Dickinson,0.0,0
2024,1.0,Connecticut,0.9573333333333334,1
2024,1.0,Houston,0.034666666666666665,0
2024,1.0,Purdue,0.0023333333333333335,0
2024,1.0,Alabama,0.002,0
2024,1.0,Tennessee,0.0013333333333333333,0
2024,1.0,Illinois,0.0013333333333333333,0
2024,1.0,Duke,0.0003333333333333333,0
2024,1.0,Iowa St,0.0003333333333333333,0
2024,1.0,Michigan St,0.0003333333333333333,0
2024,1.0,Marquette,0.0,0
2024,1.0,Colorado,0.0,0
2024,1.0,NC State,0.0,0
2024,1.0,Creighton,0.0,0
2024,1.0,Oregon,0.0,0
2024,1.0,Utah St,0.0,0
2024,1.0,Texas Tech,0.0,0
2024,1.0,Arizona,0.0,0
2024,1.0,Auburn,0.0,0
2024,1.0,Clemson,0.0,0
2024,1.0,New Mexico,0.0,0
2024,1.0,Samford,0.0,0
2024,1.0,Colorado St,0.0,0
2024,1.0,S Carolina,0.0,0
2024,1.0,N Carolina,0.0,0
2024,1.0,Baylor,0.0,0
2024,1.0,Gonzaga,0.0,0
2024,1.0,Kansas,0.0,0
2024,1.0,San Diego St,0.0,0
2024,1.0,Northwestern,0.0,0
2024,1.0,Washington St,0.0,0
2024,1.0,Duquesne,0.0,0
2024,1.0,Grd Canyon,0.0,0
2024,1.0,James Madison,0.0,0
2024,1.0,Oakland,0.0,0
2024,1.0,Nevada,0.0,0
2024,1.0,Dayton,0.0,0
2024,1.0,Texas,0.0,0
2024,1.0,Mississippi St,0.0,0
2024,1.0,Nebraska,0.0,0
2024,1.0,Texas A&M,0.0,0
2024,1.0,UAB,0.0,0
2024,1.0,Wisconsin,0.0,0
2024,1.0,Kentucky,0.0,0
2024,1.0,Drake,0.0,0
2024,1.0,BYU,0.0,0
2024,1.0,St Marys,0.0,0
2024,1.0,TCU,0.0,0
2024,1.0,Florida,0.0,0
2024,1.0,Yale,0.0,0
2024,1.0,McNeese,0.0,0
2024,1.0,Fla Atlantic,0.0,0
2024,1.0,Charleston,0.0,0
2024,1.0,Colgate,0.0,0
2024,1.0,Vermont,0.0,0
2024,1.0,Morehead St,0.0,0
2024,1.0,Long Beach St,0.0,0
2024,1.0,Akron,0.0,0
2024,1.0,Western KY,0.0,0
2024,1.0,S Dakota St,0.0,0
2024,1.0,Grambling,0.0,0
2024,1.0,St Peters,0.0,0
2024,1.0,Wagner,0.0,0
2024,1.0,Longwood,0.0,0
2024,1.0,Stetson,0.0,0
2025,1.0,Florida,0.8963333333333333,1
2025,1.0,Houston,0.044333333333333336,0
2025,1.0,Alabama,0.022333333333333334,0
2025,1.0,Auburn,0.017333333333333333,0
2025,1.0,Tennessee,0.011,0
2025,1.0,Duke,0.007333333333333333,0
2025,1.0,Michigan St,0.0006666666666666666,0
2025,1.0,Texas Tech,0.0006666666666666666,0
2025,1.0,BYU,0.0,0
2025,1.0,Oregon,0.0,0
2025,1.0,Purdue,0.0,0
2025,1.0,Michigan,0.0,0
2025,1.0,Illinois,0.0,0
2025,1.0,Kentucky,0.0,0
2025,1.0,Arizona,0.0,0
2025,1.0,Gonzaga,0.0,0
2025,1.0,Baylor,0.0,0
2025,1.0,Mississippi St,0.0,0
2025,1.0,Maryland,0.0,0
2025,1.0,Mississippi,0.0,0
2025,1.0,St Johns,0.0,0
2025,1.0,Iowa St,0.0,0
2025,1.0,Texas A&M,0.0,0
2025,1.0,Wisconsin,0.0,0
2025,1.0,Arkansas,0.0,0
2025,1.0,Colorado St,0.0,0
2025,1.0,UCLA,0.0,0
2025,1.0,Clemson,0.0,0
2025,1.0,St Marys,0.0,0
2025,1.0,Kansas,0.0,0
2025,1.0,Marquette,0.0,0
2025,1.0,Drake,0.0,0
2025,1.0,Creighton,0.0,0
2025,1.0,Connecticut,0.0,0
2025,1.0,Louisville,0.0,0
2025,1.0,N Carolina,0.0,0
2025,1.0,Missouri,0.0,0
2025,1.0,New Mexico,0.0,0
2025,1.0,Oklahoma,0.0,0
2025,1.0,Vanderbilt,0.0,0
2025,1.0,McNeese,0.0,0
2025,1.0,Xavier,0.0,0
2025,1.0,Memphis,0.0,0
2025,1.0,Georgia,0.0,0
2025,1.0,Utah St,0.0,0
2025,1.0,VCU,0.0,0
2025,1.0,Montana,0.0,0
2025,1.0,Akron,0.0,0
2025,1.0,Liberty,0.0,0
2025,1.0,Lipscomb,0.0,0
2025,1.0,UC San Diego,0.0,0
2025,1.0,Yale,0.0,0
2025,1.0,Troy,0.0,0
2025,1.0,Grd Canyon,0.0,0
2025,1.0,High Point,0.0,0
2025,1.0,Omaha,0.0,0
2025,1.0,UNC Wilmington,0.0,0
2025,1.0,Wofford,0.0,0
2025,1.0,Mount St Marys,0.0,0
2025,1.0,Bryant,0.0,0
2025,1.0,Robert Morris,0.0,0
2025,1.0,SIUE,0.0,0
2025,1.0,Alabama St,0.0,0
2025,1.0,Norfolk St,0.0,0
