source,raw_team,normalized_team,canonical_team,match_method
results,New Mexico St,new mexico st,New Mexico St,historical_exact
results,Texas Southern,texas southern,Texas Southern,historical_exact
results,Coastal,coastal,Coastal Carolina,global_alias
results,Hampton,hampton,Hampton,historical_exact
results,Lafayette,lafayette,Lafayette,historical_exact
results,Manhattan,manhattan,Manhattan,historical_exact
results,North Florida,north florida,North Florida,historical_exact
results,Robert Morris,robert morris,Robert Morris,historical_exact
kenpom,Kentucky,kentucky,Kentucky,historical_exact
kenpom,Wisconsin,wisconsin,Wisconsin,historical_exact
kenpom,Duke,duke,Duke,historical_exact
kenpom,Arizona,arizona,Arizona,historical_exact
kenpom,Villanova,villanova,Villanova,historical_exact
kenpom,Virginia,virginia,Virginia,historical_exact
kenpom,Gonzaga,gonzaga,Gonzaga,historical_exact
kenpom,Utah,utah,Utah,historical_exact
kenpom,Notre Dame,notre dame,Notre Dame,historical_exact
kenpom,North Carolina,north carolina,N Carolina,global_alias
kenpom,Oklahoma,oklahoma,Oklahoma,historical_exact
kenpom,Kansas,kansas,Kansas,historical_exact
kenpom,Wichita St.,wichita st,Wichita St,historical_exact
kenpom,Baylor,baylor,Baylor,historical_exact
kenpom,Michigan St.,michigan st,Michigan St,global_alias
kenpom,Iowa St.,iowa st,Iowa St,global_alias
kenpom,Louisville,louisville,Louisville,historical_exact
kenpom,Northern Iowa,northern iowa,Northern Iowa,historical_exact
kenpom,Ohio St.,ohio st,Ohio St,historical_exact
kenpom,Butler,butler,Butler,historical_exact
kenpom,Xavier,xavier,Xavier,historical_exact
kenpom,Georgetown,georgetown,Georgetown,historical_exact
kenpom,Iowa,iowa,Iowa,historical_exact
kenpom,Texas,texas,Texas,historical_exact
kenpom,West Virginia,west virginia,West Virginia,historical_exact
kenpom,SMU,smu,SMU,historical_exact
kenpom,Providence,providence,Providence,historical_exact
kenpom,BYU,byu,BYU,historical_exact
kenpom,Arkansas,arkansas,Arkansas,historical_exact
kenpom,VCU,vcu,VCU,historical_exact
kenpom,San Diego St.,san diego st,San Diego St,global_alias
kenpom,N.C. State,n c state,NC State,global_alias
kenpom,Maryland,maryland,Maryland,historical_exact
kenpom,Florida,florida,Florida,historical_exact
kenpom,Georgia,georgia,Georgia,historical_exact
kenpom,Davidson,davidson,Davidson,historical_exact
kenpom,Vanderbilt,vanderbilt,Vanderbilt,historical_exact
kenpom,Oklahoma St.,oklahoma st,Oklahoma St,historical_exact
kenpom,Stanford,stanford,Stanford,historical_exact
kenpom,UCLA,ucla,UCLA,historical_exact
kenpom,nan,nan,nan,cleaned
kenpom,Team,team,Team,cleaned
kenpom,Miami FL,miami fl,Miami,global_alias
kenpom,Dayton,dayton,Dayton,historical_exact
kenpom,Cincinnati,cincinnati,Cincinnati,historical_exact
kenpom,Purdue,purdue,Purdue,historical_exact
kenpom,Oregon,oregon,Oregon,historical_exact
kenpom,Mississippi,mississippi,Mississippi,source_alias
kenpom,Boise St.,boise st,Boise St,global_alias
kenpom,Indiana,indiana,Indiana,historical_exact
kenpom,LSU,lsu,LSU,historical_exact
kenpom,St. John's,st john s,St Johns,global_alias
kenpom,Stephen F. Austin,stephen f austin,SF Austin,global_alias
kenpom,Minnesota,minnesota,Minnesota,historical_exact
kenpom,Syracuse,syracuse,Syracuse,historical_exact
kenpom,Texas A&M,texas a and m,Texas A&M,historical_exact
kenpom,Alabama,alabama,Alabama,historical_exact
kenpom,TCU,tcu,TCU,historical_exact
kenpom,Murray St.,murray st,Murray St,historical_exact
kenpom,Buffalo,buffalo,Buffalo,historical_exact
kenpom,Richmond,richmond,Richmond,historical_exact
kenpom,Rhode Island,rhode island,Rhode Island,historical_exact
kenpom,Illinois,illinois,Illinois,historical_exact
kenpom,Illinois St.,illinois st,Illinois St.,cleaned
kenpom,South Carolina,south carolina,S Carolina,global_alias
kenpom,Valparaiso,valparaiso,Valparaiso,historical_exact
kenpom,Arizona St.,arizona st,Arizona St.,cleaned
kenpom,Temple,temple,Temple,historical_exact
kenpom,Saint Mary's,st mary s,St Marys,global_alias
kenpom,Georgia St.,georgia st,Georgia St,historical_exact
kenpom,George Washington,george washington,George Washington,historical_exact
kenpom,Old Dominion,old dominion,Old Dominion,historical_exact
kenpom,Green Bay,green bay,Wisconsin Green Bay,global_alias
kenpom,Colorado St.,colorado st,Colorado St,historical_exact
kenpom,Connecticut,connecticut,Connecticut,historical_exact
kenpom,Michigan,michigan,Michigan,historical_exact
kenpom,Harvard,harvard,Harvard,historical_exact
kenpom,Louisiana Tech,louisiana tech,Louisiana Tech,cleaned
kenpom,Yale,yale,Yale,historical_exact
kenpom,Pittsburgh,pittsburgh,Pittsburgh,historical_exact
kenpom,Creighton,creighton,Creighton,historical_exact
kenpom,Central Michigan,central michigan,Central Michigan,cleaned
kenpom,Kansas St.,kansas st,Kansas St.,cleaned
kenpom,Penn St.,penn st,Penn St.,cleaned
kenpom,Seton Hall,seton hall,Seton Hall,historical_exact
kenpom,Clemson,clemson,Clemson,historical_exact
kenpom,Tulsa,tulsa,Tulsa,historical_exact
kenpom,Georgia Tech,georgia tech,Georgia Tech,historical_exact
kenpom,Memphis,memphis,Memphis,historical_exact
kenpom,Toledo,toledo,Toledo,cleaned
kenpom,Cleveland St.,cleveland st,Cleveland St,historical_exact
kenpom,Tennessee,tennessee,Tennessee,historical_exact
kenpom,UC Irvine,uc irvine,UC Irvine,historical_exact
kenpom,Colorado,colorado,Colorado,historical_exact
kenpom,Marquette,marquette,Marquette,historical_exact
kenpom,South Dakota St.,south dakota st,S Dakota St,global_alias
kenpom,Sam Houston St.,sam houston st,Sam Houston St.,cleaned
kenpom,Wofford,wofford,Wofford,historical_exact
kenpom,UTEP,utep,UTEP,cleaned
kenpom,New Mexico St.,new mexico st,New Mexico St,historical_exact
kenpom,Florida St.,florida st,Florida St,historical_exact
kenpom,Iona,iona,Iona,historical_exact
kenpom,UC Davis,uc davis,UC Davis,historical_exact
kenpom,UNLV,unlv,UNLV,historical_exact
kenpom,La Salle,la salle,La Salle,historical_exact
kenpom,North Carolina Central,north carolina central,North Carolina Central,historical_exact
kenpom,UC Santa Barbara,uc santa barbara,UC Santa Barbara,historical_exact
kenpom,San Diego,san diego,San Diego,cleaned
kenpom,Oregon St.,oregon st,Oregon St,historical_exact
kenpom,Akron,akron,Akron,historical_exact
kenpom,Wyoming,wyoming,Wyoming,historical_exact
kenpom,Boston College,boston college,Boston College,cleaned
kenpom,Hofstra,hofstra,Hofstra,cleaned
kenpom,St. Bonaventure,st bonaventure,St Bonaventure,historical_exact
kenpom,California,california,California,historical_exact
kenpom,Evansville,evansville,Evansville,cleaned
kenpom,Bowling Green,bowling green,Bowling Green,cleaned
kenpom,William & Mary,william and mary,William & Mary,cleaned
kenpom,Northeastern,northeastern,Northeastern,historical_exact
kenpom,Kent St.,kent st,Kent St.,cleaned
kenpom,Washington,washington,Washington,historical_exact
kenpom,Wake Forest,wake forest,Wake Forest,cleaned
kenpom,Nebraska,nebraska,Nebraska,historical_exact
kenpom,Northwestern,northwestern,Northwestern,historical_exact
kenpom,Vermont,vermont,Vermont,historical_exact
kenpom,Utah St.,utah st,Utah St,global_alias
kenpom,Massachusetts,massachusetts,Massachusetts,historical_exact
kenpom,Pepperdine,pepperdine,Pepperdine,cleaned
kenpom,Hawaii,hawaii,Hawaii,historical_exact
kenpom,Louisiana Lafayette,louisiana lafayette,Louisiana Lafayette,historical_exact
kenpom,Eastern Kentucky,eastern kentucky,Eastern Kentucky,historical_exact
kenpom,Stony Brook,stony brook,Stony Brook,historical_exact
kenpom,Albany,albany,Albany,historical_exact
kenpom,Loyola Chicago,loyola chicago,Loyola Chicago,historical_exact
kenpom,Eastern Washington,eastern washington,Eastern Washington,historical_exact
kenpom,Portland,portland,Portland,cleaned
kenpom,UAB,uab,UAB,historical_exact
kenpom,Long Beach St.,long beach st,Long Beach St,historical_exact
kenpom,New Mexico,new mexico,New Mexico,historical_exact
kenpom,Eastern Michigan,eastern michigan,Eastern Michigan,cleaned
kenpom,Auburn,auburn,Auburn,historical_exact
kenpom,Coastal Carolina,coastal carolina,Coastal Carolina,historical_exact
kenpom,Western Kentucky,western kentucky,Western KY,global_alias
kenpom,Belmont,belmont,Belmont,historical_exact
kenpom,North Florida,north florida,North Florida,historical_exact
kenpom,San Francisco,san francisco,San Francisco,historical_exact
kenpom,High Point,high point,High Point,historical_exact
kenpom,Charlotte,charlotte,Charlotte,cleaned
kenpom,Georgia Southern,georgia southern,Georgia Southern,cleaned
kenpom,Tennessee Martin,tennessee martin,Tennessee Martin,cleaned
kenpom,Canisius,canisius,Canisius,cleaned
kenpom,DePaul,depaul,DePaul,cleaned
kenpom,USC,usc,USC,historical_exact
kenpom,North Dakota St.,north dakota st,N Dakota St,global_alias
kenpom,Cal Poly,cal poly,Cal Poly,historical_exact
kenpom,Morehead St.,morehead st,Morehead St,historical_exact
kenpom,Texas Tech,texas tech,Texas Tech,historical_exact
kenpom,Western Michigan,western michigan,Western Michigan,historical_exact
kenpom,St. Francis NY,st francis ny,St. Francis NY,cleaned
kenpom,Middle Tennessee,middle tennessee,Middle Tennessee,cleaned
kenpom,Mississippi St.,mississippi st,Mississippi St,global_alias
kenpom,Princeton,princeton,Princeton,historical_exact
kenpom,Saint Joseph's,st joseph s,St Josephs,global_alias
kenpom,Manhattan,manhattan,Manhattan,historical_exact
kenpom,Rider,rider,Rider,cleaned
kenpom,Montana,montana,Montana,historical_exact
kenpom,Columbia,columbia,Columbia,cleaned
kenpom,Chattanooga,chattanooga,Chattanooga,historical_exact
kenpom,Oakland,oakland,Oakland,historical_exact
kenpom,Dartmouth,dartmouth,Dartmouth,cleaned
kenpom,Indiana St.,indiana st,Indiana St,historical_exact
kenpom,Louisiana Monroe,louisiana monroe,Louisiana Monroe,cleaned
kenpom,Radford,radford,Radford,historical_exact
kenpom,IPFW,ipfw,IPFW,cleaned
kenpom,NJIT,njit,NJIT,cleaned
kenpom,UNC Wilmington,unc wilmington,UNC Wilmington,historical_exact
kenpom,Virginia Tech,virginia tech,Virginia Tech,historical_exact
kenpom,Winthrop,winthrop,Winthrop,historical_exact
kenpom,Quinnipiac,quinnipiac,Quinnipiac,cleaned
kenpom,Northern Arizona,northern arizona,Northern Arizona,cleaned
kenpom,Northern Illinois,northern illinois,Northern Illinois,cleaned
kenpom,Colgate,colgate,Colgate,historical_exact
kenpom,USC Upstate,usc upstate,USC Upstate,cleaned
kenpom,Detroit,detroit,Detroit,historical_exact
kenpom,Monmouth,monmouth,Monmouth,cleaned
kenpom,Robert Morris,robert morris,Robert Morris,historical_exact
kenpom,Mercer,mercer,Mercer,historical_exact
kenpom,Washington St.,washington st,Washington St,global_alias
kenpom,Saint Peter's,st peter s,St Peters,global_alias
kenpom,American,american,American,historical_exact
kenpom,New Hampshire,new hampshire,New Hampshire,cleaned
kenpom,Florida Gulf Coast,florida gulf coast,Florida Gulf Coast,historical_exact
kenpom,Norfolk St.,norfolk st,Norfolk St,historical_exact
kenpom,Missouri,missouri,Missouri,historical_exact
kenpom,Lafayette,lafayette,Lafayette,historical_exact
kenpom,Santa Clara,santa clara,Santa Clara,cleaned
kenpom,Charleston Southern,charleston southern,Charleston Southern,cleaned
kenpom,Sacramento St.,sacramento st,Sacramento St.,cleaned
kenpom,UT Arlington,ut arlington,UT Arlington,cleaned
kenpom,Rutgers,rutgers,Rutgers,historical_exact
kenpom,James Madison,james madison,James Madison,historical_exact
kenpom,Bucknell,bucknell,Bucknell,historical_exact
kenpom,Lehigh,lehigh,Lehigh,historical_exact
kenpom,Cornell,cornell,Cornell,cleaned
kenpom,Fresno St.,fresno st,Fresno St,historical_exact
kenpom,Air Force,air force,Air Force,cleaned
kenpom,George Mason,george mason,George Mason,historical_exact
kenpom,Oral Roberts,oral roberts,Oral Roberts,historical_exact
kenpom,Maryland Eastern Shore,maryland eastern shore,Maryland Eastern Shore,cleaned
kenpom,Fordham,fordham,Fordham,cleaned
kenpom,UTSA,utsa,Texas San Antonio,global_alias
kenpom,Rice,rice,Rice,cleaned
kenpom,Milwaukee,milwaukee,Wisconsin Milwaukee,global_alias
kenpom,Gardner Webb,gardner webb,Gardner Webb,historical_exact
kenpom,Texas Southern,texas southern,Texas Southern,historical_exact
kenpom,Houston,houston,Houston,historical_exact
kenpom,Miami OH,miami oh,Miami OH,cleaned
kenpom,UC Riverside,uc riverside,UC Riverside,cleaned
kenpom,Duquesne,duquesne,Duquesne,historical_exact
kenpom,East Tennessee St.,east tennessee st,East Tennessee St,historical_exact
kenpom,South Dakota,south dakota,South Dakota,cleaned
kenpom,Tulane,tulane,Tulane,cleaned
kenpom,St. Francis PA,st francis pa,St Francis PA,historical_exact
kenpom,Denver,denver,Denver,cleaned
kenpom,Southern Illinois,southern illinois,Southern Illinois,cleaned
kenpom,East Carolina,east carolina,East Carolina,cleaned
kenpom,Eastern Illinois,eastern illinois,Eastern Illinois,cleaned
kenpom,Mount St. Mary's,mount st mary s,Mount St Marys,global_alias
kenpom,Texas A&M Corpus Chris,texas a and m corpus chris,Texas A&M Corpus Chris?,global_alias
kenpom,Incarnate Word,incarnate word,Incarnate Word,cleaned
kenpom,Northwestern St.,northwestern st,Northwestern St,historical_exact
kenpom,Texas St.,texas st,Texas St.,cleaned
kenpom,Idaho,idaho,Idaho,cleaned
kenpom,Ohio,ohio,Ohio,historical_exact
kenpom,Southeast Missouri St.,southeast missouri st,Southeast Missouri St.,historical_exact
kenpom,Western Carolina,western carolina,Western Carolina,cleaned
kenpom,Arkansas Little Rock,arkansas little rock,Arkansas Little Rock,historical_exact
kenpom,Bryant,bryant,Bryant,historical_exact
kenpom,UNC Asheville,unc asheville,UNC Asheville,historical_exact
kenpom,Sacred Heart,sacred heart,Sacred Heart,cleaned
kenpom,Boston University,boston university,Boston University,historical_exact
kenpom,Pacific,pacific,Pacific,historical_exact
kenpom,Cal St. Bakersfield,cal st bakersfield,Cal St Bakersfield,historical_exact
kenpom,Holy Cross,holy cross,Holy Cross,historical_exact
kenpom,Wright St.,wright st,Wright St,historical_exact
kenpom,Seattle,seattle,Seattle,cleaned
kenpom,North Texas,north texas,North Texas,historical_exact
kenpom,Northern Kentucky,northern kentucky,Northern Kentucky,historical_exact
kenpom,Tennessee Tech,tennessee tech,Tennessee Tech,cleaned
kenpom,SIU Edwardsville,siu edwardsville,SIU Edwardsville,cleaned
kenpom,Elon,elon,Elon,cleaned
kenpom,Drexel,drexel,Drexel,historical_exact
kenpom,Hampton,hampton,Hampton,historical_exact
kenpom,Northern Colorado,northern colorado,Northern Colorado,historical_exact
kenpom,Army,army,Army,cleaned
kenpom,Bradley,bradley,Bradley,historical_exact
kenpom,Missouri St.,missouri st,Missouri St.,cleaned
kenpom,Nebraska Omaha,nebraska omaha,Omaha,global_alias
kenpom,Ball St.,ball st,Ball St.,cleaned
kenpom,Portland St.,portland st,Portland St.,cleaned
kenpom,Howard,howard,Howard,historical_exact
kenpom,Delaware,delaware,Delaware,historical_exact
kenpom,Marshall,marshall,Marshall,historical_exact
kenpom,Delaware St.,delaware st,Delaware St.,cleaned
kenpom,Grand Canyon,grand canyon,Grd Canyon,global_alias
kenpom,Alabama St.,alabama st,Alabama St,global_alias
kenpom,Siena,siena,Siena,cleaned
kenpom,Weber St.,weber st,Weber St,historical_exact
kenpom,Towson,towson,Towson,cleaned
kenpom,Brown,brown,Brown,cleaned
kenpom,Cal St. Northridge,cal st northridge,Cal St. Northridge,cleaned
kenpom,Nevada,nevada,Nevada,historical_exact
kenpom,Loyola Marymount,loyola marymount,Loyola Marymount,cleaned
kenpom,FIU,fiu,FIU,cleaned
kenpom,Youngstown St.,youngstown st,Youngstown St.,cleaned
kenpom,South Florida,south florida,South Florida,historical_exact
kenpom,Drake,drake,Drake,historical_exact
kenpom,Lamar,lamar,Lamar,cleaned
kenpom,Navy,navy,Navy,cleaned
kenpom,Southern,southern,Southern,historical_exact
kenpom,College of Charleston,college of charleston,Col Charlestn,global_alias
kenpom,IUPUI,iupui,IUPUI,cleaned
kenpom,UCF,ucf,UCF,cleaned
kenpom,Illinois Chicago,illinois chicago,Illinois Chicago,cleaned
kenpom,Appalachian St.,appalachian st,Appalachian St.,cleaned
kenpom,Hartford,hartford,Hartford,historical_exact
kenpom,UNC Greensboro,unc greensboro,UNC Greensboro,historical_exact
kenpom,UMKC,umkc,UMKC,cleaned
kenpom,Troy,troy,Troy,historical_exact
kenpom,LIU Brooklyn,liu brooklyn,LIU Brooklyn,cleaned
kenpom,Saint Louis,st louis,St Louis,historical_exact
kenpom,Florida Atlantic,florida atlantic,Fla Atlantic,global_alias
kenpom,Penn,penn,Pennsylvania,global_alias
kenpom,Cal St. Fullerton,cal st fullerton,Cal St Fullerton,historical_exact
kenpom,Samford,samford,Samford,historical_exact
kenpom,VMI,vmi,VMI,cleaned
kenpom,Arkansas St.,arkansas st,Arkansas St.,cleaned
kenpom,Fairfield,fairfield,Fairfield,cleaned
kenpom,South Alabama,south alabama,South Alabama,cleaned
kenpom,Lipscomb,lipscomb,Lipscomb,historical_exact
kenpom,Niagara,niagara,Niagara,cleaned
kenpom,McNeese St.,mcneese st,McNeese,global_alias
kenpom,Campbell,campbell,Campbell,cleaned
kenpom,Prairie View A&M,prairie view a and m,Prairie View A&M,cleaned
kenpom,UMass Lowell,umass lowell,UMass Lowell,cleaned
kenpom,Wagner,wagner,Wagner,historical_exact
kenpom,Marist,marist,Marist,cleaned
kenpom,Southeastern Louisiana,southeastern louisiana,Southeastern Louisiana,cleaned
kenpom,Southern Utah,southern utah,Southern Utah,cleaned
kenpom,Loyola MD,loyola md,Loyola Maryland,global_alias
kenpom,Furman,furman,Furman,historical_exact
kenpom,New Orleans,new orleans,New Orleans,cleaned
kenpom,Jacksonville St.,jacksonville st,Jacksonville St,historical_exact
kenpom,Jackson St.,jackson st,Jackson St.,cleaned
kenpom,Idaho St.,idaho st,Idaho St.,cleaned
kenpom,North Dakota,north dakota,North Dakota,historical_exact
kenpom,Southern Miss,southern miss,Southern Mississippi,global_alias
kenpom,Longwood,longwood,Longwood,historical_exact
kenpom,Austin Peay,austin peay,Austin Peay,historical_exact
kenpom,Houston Baptist,houston baptist,Houston Baptist,cleaned
kenpom,Fairleigh Dickinson,fairleigh dickinson,Fairleigh Dickinson,historical_exact
kenpom,Montana St.,montana st,Montana St,global_alias
kenpom,Utah Valley,utah valley,Utah Valley,cleaned
kenpom,Binghamton,binghamton,Binghamton,cleaned
kenpom,Western Illinois,western illinois,Western Illinois,cleaned
kenpom,Arkansas Pine Bluff,arkansas pine bluff,Arkansas Pine Bluff,cleaned
kenpom,Coppin St.,coppin st,Coppin St.,cleaned
kenpom,Presbyterian,presbyterian,Presbyterian,cleaned
kenpom,Chicago St.,chicago st,Chicago St.,cleaned
kenpom,Nicholls St.,nicholls st,Nicholls St.,cleaned
kenpom,The Citadel,citadel,The Citadel,cleaned
kenpom,Bethune Cookman,bethune cookman,Bethune Cookman,cleaned
kenpom,South Carolina St.,south carolina st,South Carolina St.,cleaned
kenpom,Morgan St.,morgan st,Morgan St.,cleaned
kenpom,Liberty,liberty,Liberty,historical_exact
kenpom,Tennessee St.,tennessee st,Tennessee St.,cleaned
kenpom,Texas Pan American,texas pan american,Texas Pan American,cleaned
kenpom,Alabama A&M,alabama a and m,Alabama A&M,cleaned
kenpom,North Carolina A&T,north carolina a and t,North Carolina A&T,historical_exact
kenpom,Stetson,stetson,Stetson,historical_exact
kenpom,Savannah St.,savannah st,Savannah St.,cleaned
kenpom,Jacksonville,jacksonville,Jacksonville,cleaned
kenpom,Kennesaw St.,kennesaw st,Kennesaw St.,historical_exact
kenpom,Abilene Christian,abilene christian,Abilene Christian,historical_exact
kenpom,UMBC,umbc,UMBC,historical_exact
kenpom,Central Connecticut,central connecticut,Central Connecticut,cleaned
kenpom,Maine,maine,Maine,cleaned
kenpom,Alcorn St.,alcorn st,Alcorn St.,cleaned
kenpom,San Jose St.,san jose st,San Jose St.,cleaned
kenpom,Mississippi Valley St.,mississippi valley st,Mississippi Valley St.,cleaned
kenpom,Central Arkansas,central arkansas,Central Arkansas,cleaned
kenpom,Florida A&M,florida a and m,Florida A&M,cleaned
kenpom,Grambling St.,grambling st,Grambling,global_alias
teamrankings,NW State,nw state,NW State,cleaned
teamrankings,BYU,byu,BYU,historical_exact
teamrankings,Duke,duke,Duke,historical_exact
teamrankings,Iona,iona,Iona,historical_exact
teamrankings,E Washington,e washington,Eastern Washington,global_alias
teamrankings,Hofstra,hofstra,Hofstra,cleaned
teamrankings,Davidson,davidson,Davidson,historical_exact
teamrankings,SF Austin,sf austin,SF Austin,historical_exact
teamrankings,Notre Dame,notre dame,Notre Dame,historical_exact
teamrankings,Murray St,murray st,Murray St,historical_exact
teamrankings,Gonzaga,gonzaga,Gonzaga,historical_exact
teamrankings,Iowa St,iowa st,Iowa St,global_alias
teamrankings,North Carolina,north carolina,N Carolina,global_alias
teamrankings,Indiana,indiana,Indiana,historical_exact
teamrankings,Arkansas,arkansas,Arkansas,historical_exact
teamrankings,VMI,vmi,VMI,cleaned
teamrankings,Incarnate Word,incarnate word,Incarnate Word,cleaned
teamrankings,Arizona,arizona,Arizona,historical_exact
teamrankings,Villanova,villanova,Villanova,historical_exact
teamrankings,Idaho,idaho,Idaho,cleaned
teamrankings,Omaha,omaha,Omaha,historical_exact
teamrankings,Ohio St,ohio st,Ohio St,historical_exact
teamrankings,Toledo,toledo,Toledo,cleaned
teamrankings,C Michigan,c michigan,C Michigan,cleaned
teamrankings,Louisiana,louisiana,Louisiana Lafayette,global_alias
teamrankings,Oregon,oregon,Oregon,historical_exact
teamrankings,Buffalo,buffalo,Buffalo,historical_exact
teamrankings,Kentucky,kentucky,Kentucky,historical_exact
teamrankings,N Florida,n florida,North Florida,global_alias
teamrankings,Charlotte,charlotte,Charlotte,cleaned
teamrankings,N Colorado,n colorado,Northern Colorado,global_alias
teamrankings,Oakland,oakland,Oakland,historical_exact
teamrankings,Belmont,belmont,Belmont,historical_exact
teamrankings,LSU,lsu,LSU,historical_exact
teamrankings,Xavier,xavier,Xavier,historical_exact
teamrankings,Gardner-Webb,gardner webb,Gardner Webb,historical_exact
teamrankings,Minnesota,minnesota,Minnesota,historical_exact
teamrankings,Louisiana Tech,louisiana tech,Louisiana Tech,cleaned
teamrankings,Lafayette,lafayette,Lafayette,historical_exact
teamrankings,Mississippi,mississippi,Mississippi,source_alias
teamrankings,Sacred Heart,sacred heart,Sacred Heart,cleaned
teamrankings,Wisconsin,wisconsin,Wisconsin,historical_exact
teamrankings,West Virginia,west virginia,West Virginia,historical_exact
teamrankings,S Dakota St,s dakota st,S Dakota St,historical_exact
teamrankings,VCU,vcu,VCU,historical_exact
teamrankings,Stanford,stanford,Stanford,historical_exact
teamrankings,UCLA,ucla,UCLA,historical_exact
teamrankings,William & Mary,william and mary,William & Mary,cleaned
teamrankings,Hawai'i,hawai i,Hawaii,global_alias
teamrankings,Colorado St,colorado st,Colorado St,historical_exact
teamrankings,Winthrop,winthrop,Winthrop,historical_exact
teamrankings,Oklahoma,oklahoma,Oklahoma,historical_exact
teamrankings,E Tennessee St,e tennessee st,E Tennessee St,cleaned
teamrankings,Army,army,Army,cleaned
teamrankings,Charleston So,charleston so,Charleston So,cleaned
teamrankings,Kansas,kansas,Kansas,historical_exact
teamrankings,Michigan St,michigan st,Michigan St,global_alias
teamrankings,UT Arlington,ut arlington,UT Arlington,cleaned
teamrankings,High Point,high point,High Point,historical_exact
teamrankings,UC Davis,uc davis,UC Davis,historical_exact
teamrankings,NC Asheville,nc asheville,NC Asheville,cleaned
teamrankings,Utah,utah,Utah,historical_exact
teamrankings,Georgetown,georgetown,Georgetown,historical_exact
teamrankings,Youngstown St,youngstown st,Youngstown St,cleaned
teamrankings,Duquesne,duquesne,Duquesne,historical_exact
teamrankings,Alabama St,alabama st,Alabama St,global_alias
teamrankings,Sam Houston,sam houston,Sam Houston,cleaned
teamrankings,Washington St,washington st,Washington St,global_alias
teamrankings,Lipscomb,lipscomb,Lipscomb,historical_exact
teamrankings,Portland St,portland st,Portland St,cleaned
teamrankings,Coppin St,coppin st,Coppin St,cleaned
teamrankings,Coastal Car,coastal car,Coastal Carolina,global_alias
teamrankings,Montana,montana,Montana,historical_exact
teamrankings,Chattanooga,chattanooga,Chattanooga,historical_exact
teamrankings,St John's,st john s,St Johns,global_alias
teamrankings,Vanderbilt,vanderbilt,Vanderbilt,historical_exact
teamrankings,Radford,radford,Radford,historical_exact
teamrankings,W Michigan,w michigan,W Michigan,cleaned
teamrankings,NC State,nc state,NC State,historical_exact
teamrankings,Georgia St,georgia st,Georgia St,historical_exact
teamrankings,Sacramento St,sacramento st,Sacramento St,cleaned
teamrankings,Purdue,purdue,Purdue,historical_exact
teamrankings,Siena,siena,Siena,cleaned
teamrankings,W Carolina,w carolina,W Carolina,cleaned
teamrankings,Iowa,iowa,Iowa,historical_exact
