source,raw_team,normalized_team,canonical_team,match_method
kenpom,Seattle,seattle,Seattle,cleaned
kenpom,Maryland,maryland,Maryland,historical_exact
kenpom,San Francisco,san francisco,San Francisco,historical_exact
kenpom,Murray St.,murray st,Murray St,historical_exact
kenpom,Bradley,bradley,Bradley,historical_exact
kenpom,Rutgers,rutgers,Rutgers,historical_exact
kenpom,Liberty,liberty,Liberty,historical_exact
kenpom,Utah,utah,Utah,historical_exact
kenpom,UAB,uab,UAB,historical_exact
kenpom,Duquesne,duquesne,Duquesne,historical_exact
kenpom,Florida Atlantic,florida atlantic,Fla Atlantic,global_alias
kenpom,UC Santa Barbara,uc santa barbara,UC Santa Barbara,historical_exact
kenpom,Toledo,toledo,Toledo,cleaned
kenpom,Fresno St.,fresno st,Fresno St,historical_exact
kenpom,Montana St.,montana st,Montana St,global_alias
kenpom,Memphis,memphis,Memphis,historical_exact
kenpom,Rhode Island,rhode island,Rhode Island,historical_exact
kenpom,North Texas,north texas,North Texas,historical_exact
kenpom,Washington St.,washington st,Washington St,global_alias
kenpom,Penn St.,penn st,Penn St.,cleaned
kenpom,St. Bonaventure,st bonaventure,St Bonaventure,historical_exact
kenpom,Wright St.,wright st,Wright St,historical_exact
kenpom,Northern Colorado,northern colorado,Northern Colorado,historical_exact
kenpom,Navy,navy,Navy,cleaned
kenpom,Troy,troy,Troy,historical_exact
kenpom,Robert Morris,robert morris,Robert Morris,historical_exact
kenpom,Idaho,idaho,Idaho,cleaned
kenpom,Portland St.,portland st,Portland St.,cleaned
kenpom,Bowling Green,bowling green,Bowling Green,cleaned
kenpom,Kent St.,kent st,Kent St.,cleaned
kenpom,William & Mary,william and mary,William & Mary,cleaned
kenpom,Penn,penn,Pennsylvania,global_alias
kenpom,Arkansas St.,arkansas st,Arkansas St.,cleaned
kenpom,Harvard,harvard,Harvard,historical_exact
kenpom,Central Arkansas,central arkansas,Central Arkansas,cleaned
kenpom,UT Arlington,ut arlington,UT Arlington,cleaned
kenpom,Winthrop,winthrop,Winthrop,historical_exact
kenpom,Boston College,boston college,Boston College,cleaned
kenpom,Towson,towson,Towson,cleaned
kenpom,Valparaiso,valparaiso,Valparaiso,historical_exact
kenpom,UC Davis,uc davis,UC Davis,historical_exact
kenpom,Richmond,richmond,Richmond,historical_exact
kenpom,Loyola Marymount,loyola marymount,Loyola Marymount,cleaned
kenpom,Georgia Tech,georgia tech,Georgia Tech,historical_exact
kenpom,Kennesaw St.,kennesaw st,Kennesaw St.,historical_exact
kenpom,Cornell,cornell,Cornell,cleaned
kenpom,Temple,temple,Temple,historical_exact
kenpom,Fordham,fordham,Fordham,cleaned
kenpom,East Tennessee St.,east tennessee st,East Tennessee St,historical_exact
kenpom,Cal St. Fullerton,cal st fullerton,Cal St Fullerton,historical_exact
kenpom,Oakland,oakland,Oakland,historical_exact
kenpom,Western Kentucky,western kentucky,Western KY,global_alias
kenpom,Eastern Washington,eastern washington,Eastern Washington,historical_exact
kenpom,Charleston,charleston,College of Charleston,global_alias
kenpom,Austin Peay,austin peay,Austin Peay,historical_exact
kenpom,Texas A&M Corpus Chris,texas a and m corpus chris,Texas A&M Corpus Chris?,global_alias
kenpom,CSUN,csun,CSUN,cleaned
kenpom,Northern Kentucky,northern kentucky,Northern Kentucky,historical_exact
kenpom,Oregon St.,oregon st,Oregon St,historical_exact
kenpom,Middle Tennessee,middle tennessee,Middle Tennessee,cleaned
kenpom,Merrimack,merrimack,Merrimack,cleaned
kenpom,Monmouth,monmouth,Monmouth,cleaned
kenpom,Queens,queens,Queens,cleaned
kenpom,Campbell,campbell,Campbell,cleaned
kenpom,Charlotte,charlotte,Charlotte,cleaned
kenpom,New Mexico St.,new mexico st,New Mexico St,historical_exact
kenpom,UMBC,umbc,UMBC,historical_exact
kenpom,Montana,montana,Montana,historical_exact
kenpom,Tennessee St.,tennessee st,Tennessee St,global_alias
kenpom,Utah Tech,utah tech,Utah Tech,cleaned
kenpom,Columbia,columbia,Columbia,cleaned
kenpom,Mercer,mercer,Mercer,historical_exact
kenpom,Furman,furman,Furman,historical_exact
kenpom,Siena,siena,Siena,cleaned
kenpom,New Orleans,new orleans,New Orleans,cleaned
kenpom,FIU,fiu,FIU,cleaned
kenpom,Appalachian St.,appalachian st,Appalachian St.,cleaned
kenpom,Massachusetts,massachusetts,Massachusetts,historical_exact
kenpom,Drake,drake,Drake,historical_exact
kenpom,Weber St.,weber st,Weber St,historical_exact
kenpom,Buffalo,buffalo,Buffalo,historical_exact
kenpom,Lipscomb,lipscomb,Lipscomb,historical_exact
kenpom,Indiana St.,indiana st,Indiana St,historical_exact
kenpom,Portland,portland,Portland,cleaned
kenpom,Louisiana Tech,louisiana tech,Louisiana Tech,cleaned
kenpom,Marist,marist,Marist,cleaned
kenpom,South Alabama,south alabama,South Alabama,cleaned
kenpom,Missouri St.,missouri st,Missouri St.,cleaned
kenpom,Howard,howard,Howard,historical_exact
kenpom,Marshall,marshall,Marshall,historical_exact
kenpom,Jacksonville St.,jacksonville st,Jacksonville St,historical_exact
kenpom,Green Bay,green bay,Wisconsin Green Bay,global_alias
kenpom,Tulane,tulane,Tulane,cleaned
kenpom,Cal Poly,cal poly,Cal Poly,historical_exact
kenpom,James Madison,james madison,James Madison,historical_exact
kenpom,Youngstown St.,youngstown st,Youngstown St.,cleaned
kenpom,Samford,samford,Samford,historical_exact
kenpom,LIU,liu,Long Island Brooklyn,global_alias
kenpom,Detroit Mercy,detroit mercy,Detroit,global_alias
kenpom,Southern Miss,southern miss,Southern Mississippi,global_alias
kenpom,Quinnipiac,quinnipiac,Quinnipiac,cleaned
kenpom,South Dakota St.,south dakota st,S Dakota St,global_alias
kenpom,Tarleton St.,tarleton st,Tarleton St.,cleaned
kenpom,Drexel,drexel,Drexel,historical_exact
kenpom,Tennessee Martin,tennessee martin,Tennessee Martin,cleaned
kenpom,San Diego,san diego,San Diego,cleaned
kenpom,San Jose St.,san jose st,San Jose St.,cleaned
kenpom,Rice,rice,Rice,cleaned
kenpom,Stony Brook,stony brook,Stony Brook,historical_exact
kenpom,Ohio,ohio,Ohio,historical_exact
kenpom,Western Carolina,western carolina,Western Carolina,cleaned
kenpom,Elon,elon,Elon,cleaned
kenpom,Long Beach St.,long beach st,Long Beach St,historical_exact
kenpom,Southeast Missouri,southeast missouri,Southeast Missouri,cleaned
kenpom,La Salle,la salle,La Salle,historical_exact
kenpom,Denver,denver,Denver,cleaned
kenpom,Georgia Southern,georgia southern,Georgia Southern,cleaned
kenpom,Nicholls,nicholls,Nicholls,cleaned
kenpom,Lamar,lamar,Lamar,cleaned
kenpom,American,american,American,historical_exact
kenpom,Eastern Michigan,eastern michigan,Eastern Michigan,cleaned
kenpom,Vermont,vermont,Vermont,historical_exact
kenpom,Charleston Southern,charleston southern,Charleston Southern,cleaned
kenpom,Abilene Christian,abilene christian,Abilene Christian,historical_exact
kenpom,Bethune Cookman,bethune cookman,Bethune Cookman,cleaned
kenpom,Florida Gulf Coast,florida gulf coast,Florida Gulf Coast,historical_exact
kenpom,Texas St.,texas st,Texas St.,cleaned
kenpom,UNC Asheville,unc asheville,UNC Asheville,historical_exact
kenpom,Coastal Carolina,coastal carolina,Coastal Carolina,historical_exact
kenpom,Old Dominion,old dominion,Old Dominion,historical_exact
kenpom,Colgate,colgate,Colgate,historical_exact
kenpom,Idaho St.,idaho st,Idaho St.,cleaned
kenpom,Southern Utah,southern utah,Southern Utah,cleaned
kenpom,Princeton,princeton,Princeton,historical_exact
kenpom,Wofford,wofford,Wofford,historical_exact
kenpom,East Carolina,east carolina,East Carolina,cleaned
kenpom,Saint Peter's,st peter s,St Peters,global_alias
kenpom,SIUE,siue,SIUE,historical_exact
kenpom,Radford,radford,Radford,historical_exact
kenpom,UC Riverside,uc riverside,UC Riverside,cleaned
kenpom,Iona,iona,Iona,historical_exact
kenpom,Purdue Fort Wayne,purdue fort wayne,Purdue Fort Wayne,cleaned
kenpom,Boston University,boston university,Boston University,historical_exact
kenpom,Nebraska Omaha,nebraska omaha,Omaha,global_alias
kenpom,Fairfield,fairfield,Fairfield,cleaned
kenpom,Pepperdine,pepperdine,Pepperdine,cleaned
kenpom,Sacramento St.,sacramento st,Sacramento St.,cleaned
kenpom,Incarnate Word,incarnate word,Incarnate Word,cleaned
kenpom,Lindenwood,lindenwood,Lindenwood,cleaned
kenpom,Milwaukee,milwaukee,Wisconsin Milwaukee,global_alias
kenpom,Central Michigan,central michigan,Central Michigan,cleaned
kenpom,Presbyterian,presbyterian,Presbyterian,cleaned
kenpom,Longwood,longwood,Longwood,historical_exact
kenpom,Hampton,hampton,Hampton,historical_exact
kenpom,Western Michigan,western michigan,Western Michigan,historical_exact
kenpom,Dartmouth,dartmouth,Dartmouth,cleaned
kenpom,North Dakota,north dakota,North Dakota,historical_exact
kenpom,UTEP,utep,UTEP,cleaned
kenpom,Mount St. Mary's,mount st mary s,Mount St Marys,global_alias
kenpom,Bellarmine,bellarmine,Bellarmine,cleaned
kenpom,Southern,southern,Southern,historical_exact
kenpom,Loyola Chicago,loyola chicago,Loyola Chicago,historical_exact
kenpom,Northwestern St.,northwestern st,Northwestern St,historical_exact
kenpom,South Dakota,south dakota,South Dakota,cleaned
kenpom,Morehead St.,morehead st,Morehead St,historical_exact
kenpom,Lehigh,lehigh,Lehigh,historical_exact
kenpom,Southeastern Louisiana,southeastern louisiana,Southeastern Louisiana,cleaned
kenpom,Northeastern,northeastern,Northeastern,historical_exact
kenpom,Mercyhurst,mercyhurst,Mercyhurst,cleaned
kenpom,Prairie View A&M,prairie view a and m,Prairie View,global_alias
kenpom,East Texas A&M,east texas a and m,East Texas A&M,cleaned
kenpom,Brown,brown,Brown,cleaned
kenpom,North Carolina A&T,north carolina a and t,North Carolina A&T,historical_exact
kenpom,Houston Christian,houston christian,Houston Christian,cleaned
kenpom,Delaware,delaware,Delaware,historical_exact
kenpom,Ball St.,ball st,Ball St.,cleaned
kenpom,Jacksonville,jacksonville,Jacksonville,cleaned
kenpom,Sacred Heart,sacred heart,Sacred Heart,cleaned
kenpom,Eastern Kentucky,eastern kentucky,Eastern Kentucky,historical_exact
kenpom,Grambling St.,grambling st,Grambling,global_alias
kenpom,Le Moyne,le moyne,Le Moyne,cleaned
kenpom,UNC Greensboro,unc greensboro,UNC Greensboro,historical_exact
kenpom,Chattanooga,chattanooga,Chattanooga,historical_exact
kenpom,USC Upstate,usc upstate,USC Upstate,cleaned
kenpom,Stetson,stetson,Stetson,historical_exact
kenpom,West Georgia,west georgia,West Georgia,cleaned
kenpom,Wagner,wagner,Wagner,historical_exact
kenpom,Central Connecticut,central connecticut,Central Connecticut,cleaned
kenpom,Alabama A&M,alabama a and m,Alabama A&M,cleaned
kenpom,Evansville,evansville,Evansville,cleaned
kenpom,Oral Roberts,oral roberts,Oral Roberts,historical_exact
kenpom,Georgia St.,georgia st,Georgia St,historical_exact
kenpom,Little Rock,little rock,Arkansas Little Rock,global_alias
kenpom,Florida A&M,florida a and m,Florida A&M,cleaned
kenpom,Louisiana,louisiana,Louisiana Lafayette,global_alias
kenpom,Arkansas Pine Bluff,arkansas pine bluff,Arkansas Pine Bluff,cleaned
kenpom,Tennessee Tech,tennessee tech,Tennessee Tech,cleaned
kenpom,Texas Southern,texas southern,Texas Southern,historical_exact
kenpom,IU Indy,iu indy,IU Indy,cleaned
kenpom,Alabama St.,alabama st,Alabama St,global_alias
kenpom,Northern Arizona,northern arizona,Northern Arizona,cleaned
kenpom,Cleveland St.,cleveland st,Cleveland St,historical_exact
kenpom,UMass Lowell,umass lowell,UMass Lowell,cleaned
kenpom,Loyola MD,loyola md,Loyola Maryland,global_alias
kenpom,Eastern Illinois,eastern illinois,Eastern Illinois,cleaned
kenpom,Albany,albany,Albany,historical_exact
kenpom,Lafayette,lafayette,Lafayette,historical_exact
kenpom,Cal St. Bakersfield,cal st bakersfield,Cal St Bakersfield,historical_exact
kenpom,Norfolk St.,norfolk st,Norfolk St,historical_exact
kenpom,New Haven,new haven,New Haven,cleaned
kenpom,Holy Cross,holy cross,Holy Cross,historical_exact
kenpom,Manhattan,manhattan,Manhattan,historical_exact
kenpom,Bucknell,bucknell,Bucknell,historical_exact
kenpom,NJIT,njit,NJIT,cleaned
kenpom,Northern Illinois,northern illinois,Northern Illinois,cleaned
kenpom,Stonehill,stonehill,Stonehill,cleaned
kenpom,North Florida,north florida,North Florida,historical_exact
kenpom,Fairleigh Dickinson,fairleigh dickinson,Fairleigh Dickinson,historical_exact
kenpom,Army,army,Army,cleaned
kenpom,Niagara,niagara,Niagara,cleaned
kenpom,Southern Indiana,southern indiana,Southern Indiana,cleaned
kenpom,UTSA,utsa,Texas San Antonio,global_alias
kenpom,Jackson St.,jackson st,Jackson St.,cleaned
kenpom,Canisius,canisius,Canisius,cleaned
kenpom,North Alabama,north alabama,North Alabama,cleaned
kenpom,Chicago St.,chicago st,Chicago St.,cleaned
kenpom,Air Force,air force,Air Force,cleaned
kenpom,Alcorn St.,alcorn st,Alcorn St.,cleaned
kenpom,The Citadel,citadel,The Citadel,cleaned
kenpom,Maine,maine,Maine,cleaned
kenpom,New Hampshire,new hampshire,New Hampshire,cleaned
kenpom,Maryland Eastern Shore,maryland eastern shore,Maryland Eastern Shore,cleaned
kenpom,Louisiana Monroe,louisiana monroe,Louisiana Monroe,cleaned
kenpom,North Carolina Central,north carolina central,North Carolina Central,historical_exact
kenpom,Morgan St.,morgan st,Morgan St.,cleaned
kenpom,Saint Francis,st francis,St Francis PA,global_alias
kenpom,Bryant,bryant,Bryant,historical_exact
kenpom,South Carolina St.,south carolina st,South Carolina St.,cleaned
kenpom,Rider,rider,Rider,cleaned
kenpom,Kansas City,kansas city,Kansas City,cleaned
kenpom,Binghamton,binghamton,Binghamton,cleaned
kenpom,VMI,vmi,VMI,cleaned
kenpom,Gardner Webb,gardner webb,Gardner Webb,historical_exact
kenpom,Delaware St.,delaware st,Delaware St.,cleaned
kenpom,Coppin St.,coppin st,Coppin St.,cleaned
kenpom,Western Illinois,western illinois,Western Illinois,cleaned
kenpom,Mississippi Valley St.,mississippi valley st,Mississippi Valley St.,cleaned
teamrankings,Alabama,alabama,Alabama,historical_exact
teamrankings,Arkansas,arkansas,Arkansas,historical_exact
teamrankings,Georgia,georgia,Georgia,historical_exact
teamrankings,Texas A&M,texas a and m,Texas A&M,historical_exact
teamrankings,Miami OH,miami oh,Miami OH,cleaned
teamrankings,S Florida,s florida,South Florida,global_alias
teamrankings,Akron,akron,Akron,historical_exact
teamrankings,Michigan,michigan,Michigan,historical_exact
teamrankings,Florida,florida,Florida,historical_exact
teamrankings,High Point,high point,High Point,historical_exact
teamrankings,Saint Louis,st louis,St Louis,historical_exact
teamrankings,Vanderbilt,vanderbilt,Vanderbilt,historical_exact
teamrankings,Arizona,arizona,Arizona,historical_exact
teamrankings,Cornell,cornell,Cornell,cleaned
teamrankings,Providence,providence,Providence,historical_exact
teamrankings,Gonzaga,gonzaga,Gonzaga,historical_exact
teamrankings,Queens,queens,Queens,cleaned
teamrankings,Louisville,louisville,Louisville,historical_exact
teamrankings,Illinois,illinois,Illinois,historical_exact
teamrankings,Tulsa,tulsa,Tulsa,historical_exact
teamrankings,Oklahoma St,oklahoma st,Oklahoma St,historical_exact
teamrankings,SMU,smu,SMU,historical_exact
teamrankings,BYU,byu,BYU,historical_exact
teamrankings,NC State,nc state,NC State,historical_exact
teamrankings,Belmont,belmont,Belmont,historical_exact
teamrankings,Murray St,murray st,Murray St,historical_exact
teamrankings,Kent St,kent st,Kent St,cleaned
teamrankings,Wisconsin,wisconsin,Wisconsin,historical_exact
teamrankings,Santa Clara,santa clara,Santa Clara,cleaned
teamrankings,Oklahoma,oklahoma,Oklahoma,historical_exact
teamrankings,Auburn,auburn,Auburn,historical_exact
teamrankings,Texas,texas,Texas,historical_exact
teamrankings,Duke,duke,Duke,historical_exact
teamrankings,Miami,miami,Miami FL,global_alias
teamrankings,St Thomas,st thomas,St Thomas,cleaned
teamrankings,Iowa St,iowa st,Iowa St,global_alias
teamrankings,Arkansas St,arkansas st,Arkansas St,cleaned
teamrankings,Utah St,utah st,Utah St,global_alias
teamrankings,Purdue,purdue,Purdue,historical_exact
teamrankings,G Washington,g washington,George Washington,global_alias
teamrankings,Oakland,oakland,Oakland,historical_exact
teamrankings,St John's,st john s,St Johns,global_alias
teamrankings,VCU,vcu,VCU,historical_exact
teamrankings,William & Mary,william and mary,William & Mary,cleaned
teamrankings,Winthrop,winthrop,Winthrop,historical_exact
teamrankings,LSU,lsu,LSU,historical_exact
teamrankings,Cal Poly,cal poly,Cal Poly,historical_exact
teamrankings,Baylor,baylor,Baylor,historical_exact
teamrankings,UCF,ucf,UCF,cleaned
teamrankings,Charleston So,charleston so,Charleston So,cleaned
teamrankings,N Kentucky,n kentucky,Northern Kentucky,global_alias
teamrankings,IU Indy,iu indy,IU Indy,cleaned
teamrankings,N Colorado,n colorado,Northern Colorado,global_alias
teamrankings,Kentucky,kentucky,Kentucky,historical_exact
teamrankings,Virginia,virginia,Virginia,historical_exact
teamrankings,CS Northridge,cs northridge,CS Northridge,cleaned
teamrankings,Yale,yale,Yale,historical_exact
teamrankings,Kennesaw St,kennesaw st,Kennesaw St.,historical_exact
teamrankings,Marshall,marshall,Marshall,historical_exact
teamrankings,Texas Tech,texas tech,Texas Tech,historical_exact
teamrankings,Florida St,florida st,Florida St,historical_exact
teamrankings,CS Fullerton,cs fullerton,CS Fullerton,cleaned
teamrankings,Denver,denver,Denver,cleaned
teamrankings,Mercer,mercer,Mercer,historical_exact
teamrankings,New Mexico,new mexico,New Mexico,historical_exact
teamrankings,Colorado,colorado,Colorado,historical_exact
teamrankings,Wright St,wright st,Wright St,historical_exact
teamrankings,UMass,umass,Massachusetts,global_alias
teamrankings,Sam Houston,sam houston,Sam Houston,cleaned
teamrankings,Georgia So,georgia so,Georgia So,cleaned
teamrankings,Radford,radford,Radford,historical_exact
teamrankings,Ohio St,ohio st,Ohio St,historical_exact
teamrankings,North Carolina,north carolina,N Carolina,global_alias
teamrankings,Toledo,toledo,Toledo,cleaned
teamrankings,Missouri,missouri,Missouri,historical_exact
teamrankings,Kansas St,kansas st,Kansas St,cleaned
